Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,72.040001,72.220001,71.760002,71.870003,70.034035,1216200
2016-01-04,70.93,72.440002,70.440002,72.410004,70.560249,3588300
2016-01-05,72.5,73.160004,72.08000200000001,72.83000200000001,70.969521,3426200
2016-01-06,72.029999,73.07,71.83000200000001,72.709999,70.85257,3239300
2016-01-07,72.449997,73.089996,71.32,71.839996,70.004814,3614200
2016-01-08,72.010002,72.379997,71.339996,71.459999,69.634514,2651900
2016-01-11,71.349998,71.66999799999999,69.199997,69.639999,67.861008,5178000
2016-01-12,70.0,70.900002,69.739998,70.730003,68.923164,3032200
2016-01-13,70.82,70.82,68.349998,68.480003,66.730637,3501000
2016-01-14,69.07,69.650002,67.589996,68.389999,66.64292900000001,4377600
2016-01-15,67.16999799999999,69.300003,67.139999,68.879997,67.120407,4341100
2016-01-19,69.540001,70.800003,69.08000200000001,70.339996,68.543121,4116700
2016-01-20,69.540001,70.620003,68.650002,70.230003,68.435928,5348800
2016-01-21,70.41999799999999,71.949997,70.300003,70.809998,69.001114,3035500
2016-01-22,71.379997,72.489998,71.089996,71.860001,70.0243,2922800
2016-01-25,72.0,72.800003,71.720001,72.18,70.33612099999999,2404200
2016-01-26,72.540001,73.870003,72.290001,73.690002,71.807541,2978100
2016-01-27,73.529999,74.769997,73.480003,74.040001,72.148605,3747300
2016-01-28,74.25,74.260002,73.260002,73.400002,71.524963,2843100
2016-01-29,73.690002,75.139999,73.510002,75.059998,73.142555,3109900
2016-02-01,74.860001,76.489998,74.050003,76.349998,74.399597,3336000
2016-02-02,76.260002,76.75,75.5,76.339996,74.389847,3283400
2016-02-03,76.400002,76.41999799999999,74.32,75.099998,73.181534,3065000
2016-02-04,74.349998,75.139999,72.43,72.860001,70.998756,3750900
2016-02-05,72.849998,73.209999,71.58000200000001,71.660004,69.829399,2772600
2016-02-08,71.260002,71.309998,68.879997,69.709999,67.92920699999999,3933200
2016-02-09,68.860001,70.209999,68.18,69.519997,67.744064,3650500
2016-02-10,69.779999,70.589996,69.489998,69.66999799999999,67.890236,2552200
2016-02-11,68.900002,69.459999,67.900002,68.75,66.99374399999999,2351800
2016-02-12,68.809998,70.610001,68.739998,70.459999,68.660065,2212800
2016-02-16,72.870003,75.540001,72.059998,73.040001,71.174141,3097000
2016-02-17,73.66999799999999,74.540001,73.5,74.269997,72.37271899999999,2629900
2016-02-18,72.58000200000001,73.489998,71.489998,72.599998,70.745384,4255300
2016-02-19,72.199997,72.489998,70.660004,72.0,70.160721,3252900
2016-02-22,72.339996,73.32,71.980003,72.779999,70.920784,2686800
2016-02-23,73.389999,74.58000200000001,73.010002,74.110001,72.21682,2979200
2016-02-24,73.879997,75.160004,73.360001,75.08000200000001,73.162033,2502800
2016-02-25,75.57,76.279999,74.639999,76.269997,74.321632,1973200
2016-02-26,76.139999,76.400002,75.639999,76.019997,74.078018,1910700
2016-02-29,75.639999,76.16999799999999,74.239998,74.25,72.353241,3491200
2016-03-01,74.540001,75.860001,72.58000200000001,75.550003,73.62003299999999,3425500
2016-03-02,75.089996,75.470001,74.120003,74.790001,72.879448,3764900
2016-03-03,74.269997,75.08000200000001,73.900002,75.019997,73.103569,2110900
2016-03-04,74.83000200000001,75.529999,73.980003,74.879997,72.96713299999999,2594700
2016-03-07,74.120003,74.93,73.690002,74.58000200000001,72.674812,1919600
2016-03-08,74.160004,75.559998,74.110001,74.239998,72.343498,2018800
2016-03-09,74.68,75.33000200000001,74.379997,75.209999,73.28870400000001,3018400
2016-03-10,79.730003,83.279999,79.5,83.230003,81.103836,10633400
2016-03-11,83.959999,85.050003,83.760002,85.010002,82.838371,5596100
2016-03-14,85.150002,85.879997,84.639999,85.809998,83.617935,3308700
2016-03-15,85.370003,86.800003,84.870003,85.040001,82.867599,3356600
2016-03-16,85.029999,85.029999,83.360001,84.66999799999999,82.507065,3238400
2016-03-17,84.610001,84.889999,83.68,84.139999,81.990585,3246500
2016-03-18,84.25,84.83000200000001,83.5,84.040001,81.89314300000001,4377200
2016-03-21,84.010002,85.290001,84.010002,84.620003,82.458336,2054200
2016-03-22,84.550003,85.18,83.800003,83.900002,81.756714,2401000
2016-03-23,83.93,85.050003,83.699997,84.510002,82.351135,2407100
2016-03-24,84.199997,84.529999,83.660004,83.949997,82.048149,2704100
2016-03-28,84.18,86.459999,84.129997,86.08000200000001,84.129913,4162800
2016-03-29,85.760002,86.599998,85.389999,86.18,84.227638,3139500
2016-03-30,86.0,86.709999,85.5,86.139999,84.18854499999999,2645400
2016-03-31,86.129997,86.470001,85.290001,85.599998,83.66078900000001,2594600
2016-04-01,85.550003,87.41999799999999,85.400002,87.309998,85.332047,2953600
2016-04-04,87.209999,87.309998,85.800003,86.16999799999999,84.21788000000001,2311600
2016-04-05,85.75,85.75,84.449997,84.660004,82.742088,3434300
2016-04-06,84.269997,84.83000200000001,83.620003,84.599998,82.683441,2177400
2016-04-07,84.059998,84.66999799999999,83.269997,83.720001,81.82338,1762000
2016-04-08,83.949997,83.949997,82.029999,82.309998,80.44532,2530300
2016-04-11,82.440002,83.66999799999999,82.230003,82.269997,80.406227,2539200
2016-04-12,82.629997,83.790001,81.760002,83.349998,81.461754,2157600
2016-04-13,83.459999,83.769997,82.720001,83.290001,81.403122,2359300
2016-04-14,83.209999,83.449997,82.58000200000001,82.709999,80.83626600000001,2141900
2016-04-15,82.489998,83.260002,82.040001,82.800003,80.924225,2906900
2016-04-18,83.019997,83.910004,82.5,83.739998,81.842926,1519400
2016-04-19,83.860001,84.050003,83.0,83.489998,81.598579,1241100
2016-04-20,83.489998,83.489998,81.900002,82.540001,80.670113,2521200
2016-04-21,82.959999,84.16999799999999,82.32,82.970001,81.09037,2068600
2016-04-22,82.620003,83.129997,80.059998,81.440002,79.59503199999999,4611300
2016-04-25,81.650002,82.040001,81.360001,82.0,80.142349,2201200
2016-04-26,82.059998,82.730003,81.91999799999999,82.300003,80.435539,2072000
2016-04-27,82.440002,82.940002,81.900002,82.690002,80.816711,1584600
2016-04-28,82.629997,82.650002,80.760002,80.959999,79.125908,2297400
2016-04-29,80.849998,82.029999,79.889999,81.910004,80.05439,3533200
2016-05-02,82.059998,82.769997,81.790001,82.5,80.631012,2321600
2016-05-03,82.120003,83.730003,81.839996,82.93,81.051277,1727400
2016-05-04,83.239998,84.139999,81.050003,84.0,82.097023,2347000
2016-05-05,83.940002,84.0,82.459999,82.620003,80.748299,2405400
2016-05-06,82.620003,83.459999,81.699997,83.269997,81.38356800000001,2292400
2016-05-09,83.550003,85.269997,83.459999,85.08000200000001,83.152557,2892900
2016-05-10,84.93,85.07,83.889999,84.32,82.40978199999999,2393300
2016-05-11,82.940002,83.400002,81.860001,83.099998,81.217415,2575000
2016-05-12,83.050003,84.199997,82.690002,83.690002,81.794067,1491000
2016-05-13,83.33000200000001,83.589996,81.41999799999999,81.540001,79.692757,2524400
