Date,Open,High,Low,Close,Adj Close,Volume,100ma
2015-12-31,2060.590088,2062.540039,2043.619995,2043.939941,2043.939941,2655330000,2043.939941
2016-01-04,2038.199951,2038.199951,1989.680054,2012.660034,2012.660034,4304880000,2028.2999875
2016-01-05,2013.780029,2021.939941,2004.1700440000002,2016.709961,2016.709961,3706620000,2024.4366453333332
2016-01-06,2011.709961,2011.709961,1979.050049,1990.2600100000002,1990.2600100000002,4336660000,2015.8924865
2016-01-07,1985.319946,1985.319946,1938.8299559999998,1943.089966,1943.089966,5076590000,2001.3319823999998
2016-01-08,1945.969971,1960.4000239999998,1918.459961,1922.030029,1922.030029,4664940000,1988.1149901666665
2016-01-11,1926.119995,1935.6500239999998,1901.0999760000002,1923.6700440000002,1923.6700440000002,4607290000,1978.908569285714
2016-01-12,1927.8299559999998,1947.380005,1914.3499760000002,1938.680054,1938.680054,4887260000,1973.880004875
2016-01-13,1940.339966,1950.3299559999998,1886.410034,1890.280029,1890.280029,5087030000,1964.5911186666667
2016-01-14,1891.680054,1934.469971,1878.930054,1921.839966,1921.839966,5241110000,1960.3160034
2016-01-15,1916.680054,1916.680054,1857.8299559999998,1880.3299559999998,1880.3299559999998,5468460000,1953.0445445454548
2016-01-19,1888.660034,1901.439941,1864.5999760000002,1881.3299559999998,1881.3299559999998,4928350000,1947.0683288333337
2016-01-20,1876.180054,1876.180054,1812.290039,1859.3299559999998,1859.3299559999998,6416070000,1940.3192232307697
2016-01-21,1861.459961,1889.8499760000002,1848.97998,1868.9899899999998,1868.9899899999998,5078810000,1935.2242780000001
2016-01-22,1877.4000239999998,1908.8499760000002,1877.4000239999998,1906.9000239999998,1906.9000239999998,4901760000,1933.3359944000001
2016-01-25,1906.280029,1906.280029,1875.969971,1877.0799559999998,1877.0799559999998,4401380000,1929.8199920000002
2016-01-26,1878.790039,1906.72998,1878.790039,1903.630005,1903.630005,4357940000,1928.279404529412
2016-01-27,1902.52002,1916.9899899999998,1872.699951,1882.949951,1882.949951,4754040000,1925.7611015555558
2016-01-28,1885.219971,1902.959961,1873.6500239999998,1893.359985,1893.359985,4693010000,1924.0557796315793
2016-01-29,1894.0,1940.2399899999998,1894.0,1940.2399899999998,1940.2399899999998,5497570000,1924.8649901500005
2016-02-01,1936.939941,1947.199951,1920.300049,1939.380005,1939.380005,4322530000,1925.5561813333338
2016-02-02,1935.2600100000002,1935.2600100000002,1897.290039,1903.030029,1903.030029,4463190000,1924.5322653181822
2016-02-03,1907.069946,1918.0100100000002,1872.22998,1912.530029,1912.530029,5172950000,1924.0104289565222
2016-02-04,1911.6700440000002,1927.3499760000002,1900.52002,1915.449951,1915.449951,5193320000,1923.6537423750005
2016-02-05,1913.069946,1913.069946,1872.6500239999998,1880.050049,1880.050049,4929940000,1921.9095946400005
2016-02-08,1873.25,1873.25,1828.459961,1853.439941,1853.439941,5636460000,1919.2761464230773
2016-02-09,1848.459961,1868.25,1834.939941,1852.209961,1852.209961,5183220000,1916.79221362963
2016-02-10,1857.0999760000002,1881.5999760000002,1850.319946,1851.859985,1851.859985,4471170000,1914.4732054642861
2016-02-11,1847.0,1847.0,1810.0999760000002,1829.0799559999998,1829.0799559999998,5500800000,1911.5286106551728
2016-02-12,1833.4000239999998,1864.780029,1833.4000239999998,1864.780029,1864.780029,4696920000,1909.9703246000004
2016-02-16,1871.439941,1895.77002,1871.439941,1895.5799559999998,1895.5799559999998,4570670000,1909.5061191612908
2016-02-17,1898.800049,1930.680054,1898.800049,1926.819946,1926.819946,5011540000,1910.0471762500006
2016-02-18,1927.569946,1930.0,1915.089966,1917.8299559999998,1917.8299559999998,4436490000,1910.2830180606068
2016-02-19,1916.7399899999998,1918.780029,1902.1700440000002,1917.780029,1917.780029,4142850000,1910.5035183823536
2016-02-22,1924.439941,1946.699951,1924.439941,1945.5,1945.5,4054710000,1911.5034178571434
2016-02-23,1942.380005,1942.380005,1919.439941,1921.27002,1921.27002,3890650000,1911.7747123611116
2016-02-24,1917.560059,1932.0799559999998,1891.0,1929.800049,1929.800049,4317250000,1912.261883621622
2016-02-25,1931.869995,1951.8299559999998,1925.410034,1951.699951,1951.699951,4118210000,1913.2997275000005
2016-02-26,1954.949951,1962.959961,1945.780029,1948.050049,1948.050049,4348510000,1914.1907613846158
2016-02-29,1947.130005,1958.27002,1931.810059,1932.22998,1932.22998,4588180000,1914.6417418500005
2016-03-01,1937.089966,1978.3499760000002,1937.089966,1978.3499760000002,1978.3499760000002,4819750000,1916.1956012195126
2016-03-02,1976.5999760000002,1986.5100100000002,1968.800049,1986.449951,1986.449951,4666610000,1917.8683238333338
